,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,DATE,house_price,gdp_growth,house_inventory,Diff_house_inventory,inflation,material_cost,mortgage_rate,population_growth,shares,Unemployment,vacancy_rate,Total,1 unit,2 to 4,5 units,5 ratio,house_price_diff,rent_price
0,0,0,0,2003-01-01,128.461,2.795605965883,0.0,0.0,4.9,0.0,5.916,0.859481712840946,855.7,0.0,9.4,113.3,90.1,3.4,19.8,0.174757281553398,,203.3
1,1,1,1,2003-02-01,129.356,2.795605965883,0.0,0.0,5.6,0.0,5.8425,0.859481712840946,841.15,0.0,9.466666666666669,115.7,92.3,1.7,21.7,0.1875540190146931,0.8949999999999818,203.7
2,2,2,2,2003-03-01,130.148,2.795605965883,0.0,0.0,5.4,0.0,5.745,0.859481712840946,848.18,0.0,9.533333333333331,125.4,101.0,3.5,20.9,0.1666666666666666,0.7920000000000016,204.1
3,3,3,3,2003-04-01,130.885,2.795605965883,0.0,0.0,3.9,0.0,5.8125,0.859481712840946,916.92,0.0,9.6,129.5,105.2,3.1,21.3,0.1644787644787644,0.7369999999999948,204.5
4,4,4,4,2003-05-01,131.735,2.795605965883,0.0,0.0,3.4,0.0,5.484,0.859481712840946,963.59,0.0,9.7,142.9,113.4,2.6,26.9,0.1882435269419174,0.8500000000000227,204.9
5,5,5,5,2003-06-01,132.649,2.795605965883,0.0,0.0,3.5,0.0,5.23,0.859481712840946,974.5,0.0,9.8,144.2,117.1,2.3,24.8,0.1719833564493758,0.9139999999999872,205.1
6,6,6,6,2003-07-01,133.77700000000002,2.795605965883,0.0,0.0,3.7,0.0,5.6325,0.859481712840946,990.31,0.0,9.9,141.6,117.5,2.7,21.4,0.1511299435028248,1.1280000000000143,205.6
7,7,7,7,2003-08-01,134.968,2.795605965883,0.0,0.0,4.0,0.0,6.264,0.859481712840946,1008.01,0.0,10.0,143.2,117.1,2.1,24.0,0.1675977653631285,1.190999999999974,206.1
8,8,8,8,2003-09-01,136.29399999999998,2.795605965883,0.0,0.0,4.3,0.0,6.1475,0.859481712840946,995.97,0.0,10.1,152.5,126.6,3.7,22.1,0.1449180327868852,1.3259999999999934,206.6
9,9,9,9,2003-10-01,137.532,2.795605965883,0.0,0.0,3.7,0.0,5.952,0.859481712840946,1050.71,0.0,10.2,155.4,135.2,1.7,18.5,0.119047619047619,1.238000000000028,206.9
10,10,10,10,2003-11-01,138.795,2.795605965883,0.0,0.0,3.5,0.0,5.9325,0.859481712840946,1058.2,0.0,10.266666666666666,148.5,129.4,1.8,17.3,0.1164983164983165,1.2629999999999768,207.5
11,11,11,11,2003-12-01,140.18,2.795605965883,0.0,0.0,3.7,100.0,5.876,0.859481712840946,1111.92,0.0,10.333333333333334,166.4,141.4,3.0,22.0,0.1322115384615384,1.385000000000019,207.9
12,12,12,12,2004-01-01,141.64700000000002,3.84777169205226,0.0,0.0,3.7,102.5,5.7125,0.925483968943482,1131.13,0.0,10.4,118.6,99.4,0.9,18.2,0.1534569983136593,1.467000000000013,208.3
13,13,13,13,2004-02-01,143.192,3.84777169205226,0.0,0.0,3.1,104.1,5.635,0.925483968943482,1144.94,0.0,10.333333333333334,119.5,101.2,2.1,16.2,0.1355648535564853,1.5449999999999875,208.8
14,14,14,14,2004-03-01,145.058,3.84777169205226,0.0,0.0,3.2,105.1,5.445,0.925483968943482,1126.21,0.0,10.266666666666666,137.0,115.1,1.5,20.4,0.148905109489051,1.8659999999999848,209.2
15,15,15,15,2004-04-01,146.592,3.84777169205226,0.0,0.0,4.2,108.6,5.83,0.925483968943482,1107.3,0.0,10.2,152.0,129.0,1.7,21.3,0.1401315789473684,1.5340000000000202,209.7
16,16,16,16,2004-05-01,148.186,3.84777169205226,0.0,0.0,5.3,107.7,6.27,0.925483968943482,1120.68,0.0,10.166666666666666,159.5,125.1,1.9,32.5,0.2037617554858934,1.593999999999994,210.2
17,17,17,17,2004-06-01,149.851,3.84777169205226,0.0,0.0,5.8,108.7,6.2875,0.925483968943482,1140.84,5.6,10.133333333333333,162.1,130.4,2.2,29.5,0.1819864281307834,1.664999999999992,210.7
18,18,18,18,2004-07-01,151.338,3.84777169205226,0.0,0.0,5.4,113.1,6.056,0.925483968943482,1101.72,5.5,10.1,159.0,127.8,3.0,28.2,0.1773584905660377,1.4869999999999948,211.2
19,19,19,19,2004-08-01,152.634,3.84777169205226,0.0,0.0,4.7,112.5,5.8675,0.925483968943482,1104.24,5.4,10.066666666666666,176.6,137.2,2.0,37.4,0.2117780294450736,1.2959999999999925,211.9
20,20,20,20,2004-09-01,154.18,3.84777169205226,0.0,0.0,4.7,115.5,5.754,0.925483968943482,1114.58,5.4,10.033333333333331,158.2,136.2,1.7,20.3,0.1283185840707964,1.5460000000000207,212.4
21,21,21,21,2004-10-01,155.752,3.84777169205226,0.0,0.0,5.9,110.6,5.7225,0.925483968943482,1130.2,5.5,10.0,165.1,140.7,2.4,22.0,0.1332525741974561,1.5720000000000027,212.8
22,22,22,22,2004-11-01,157.528,3.84777169205226,0.0,0.0,6.7,108.4,5.73,0.925483968943482,1173.82,5.4,10.033333333333331,150.4,128.7,1.6,20.1,0.1336436170212766,1.775999999999982,213.2
23,23,23,23,2004-12-01,159.33100000000002,3.84777169205226,0.0,0.0,6.2,108.1,5.752,0.925483968943482,1211.92,5.4,10.066666666666666,184.1,160.8,2.4,20.8,0.1129820749592612,1.8030000000000257,213.9
24,24,24,24,2005-01-01,161.289,3.483549937943,0.0,0.0,5.3,108.6,5.71,0.921713167161207,1181.27,5.3,10.1,130.9,109.8,3.2,18.0,0.1375095492742551,1.95799999999997,214.5
25,25,25,25,2005-02-01,163.344,3.483549937943,0.0,0.0,5.7,110.8,5.6275,0.921713167161207,1203.6,5.4,10.0,132.0,111.7,3.5,16.7,0.1265151515151515,2.055000000000007,215.0
26,26,26,26,2005-03-01,165.813,3.483549937943,0.0,0.0,6.0,110.0,5.928,0.921713167161207,1180.59,5.2,9.9,135.7,116.7,2.1,17.0,0.1252763448784082,2.468999999999994,215.5
27,27,27,27,2005-04-01,167.502,3.483549937943,0.0,0.0,6.3,110.4,5.855,0.921713167161207,1156.85,5.2,9.8,150.7,126.7,2.2,21.8,0.1446582614465826,1.6890000000000214,216.0
28,28,28,28,2005-05-01,169.351,3.483549937943,0.0,0.0,5.4,106.9,5.72,0.921713167161207,1191.5,5.1,9.833333333333334,176.3,145.3,4.2,26.8,0.1520136131593874,1.848999999999989,216.4
29,29,29,29,2005-06-01,171.19099999999997,3.483549937943,0.0,0.0,4.8,106.8,5.582,0.921713167161207,1191.33,5.0,9.866666666666667,171.0,144.5,3.0,23.4,0.1368421052631578,1.839999999999975,216.8
30,30,30,30,2005-07-01,172.86,3.483549937943,0.0,0.0,5.8,106.6,5.695,0.921713167161207,1234.18,5.0,9.9,158.5,136.3,3.5,18.6,0.1173501577287066,1.6690000000000396,217.5
31,31,31,31,2005-08-01,174.442,3.483549937943,0.0,0.0,6.9,108.1,5.82,0.921713167161207,1220.33,4.9,9.8,178.3,145.0,5.2,28.1,0.1575995513180033,1.5819999999999936,218.0
32,32,32,32,2005-09-01,176.437,3.483549937943,0.0,0.0,9.0,111.2,5.774,0.921713167161207,1228.81,5.0,9.7,172.0,147.8,2.8,21.4,0.1244186046511627,1.9950000000000043,218.6
33,33,33,33,2005-10-01,178.02700000000002,3.483549937943,0.0,0.0,8.3,111.2,6.065,0.921713167161207,1207.01,5.0,9.6,175.7,147.1,2.2,26.3,0.1496869664200341,1.5900000000000034,219.3
34,34,34,34,2005-11-01,179.68,3.483549937943,0.0,0.0,6.4,112.6,6.33,0.921713167161207,1249.48,5.0,9.566666666666666,162.8,142.2,1.9,18.8,0.1154791154791154,1.6529999999999916,220.0
35,35,35,35,2005-12-01,180.91,3.483549937943,0.0,0.0,6.4,115.3,6.272,0.921713167161207,1248.29,4.9,9.533333333333331,187.5,162.8,3.6,21.1,0.1125333333333333,1.2299999999999898,220.5
36,36,36,36,2006-01-01,182.32,2.78453963938148,0.0,0.0,7.7,115.7,6.145,0.964253917136075,1280.08,4.7,9.5,142.4,115.1,3.2,24.0,0.1685393258426966,1.4099999999999966,220.9
37,37,37,37,2006-02-01,183.287,2.78453963938148,0.0,0.0,7.0,116.6,6.2525,0.964253917136075,1280.66,4.8,9.533333333333331,141.7,120.8,4.8,16.1,0.1136203246294989,0.967000000000013,221.6
38,38,38,38,2006-03-01,184.365,2.78453963938148,0.0,0.0,6.6,115.1,6.324,0.964253917136075,1294.87,4.7,9.566666666666666,169.2,144.9,3.5,20.8,0.1229314420803782,1.078000000000003,222.3
39,39,39,39,2006-04-01,184.328,2.78453963938148,0.0,0.0,7.0,117.9,6.5075,0.964253917136075,1310.61,4.7,9.6,160.3,134.0,2.6,23.8,0.148471615720524,-0.0370000000000061,222.9
40,40,40,40,2006-05-01,184.155,2.78453963938148,0.0,0.0,7.7,116.4,6.5975,0.964253917136075,1270.09,4.6,9.7,158.8,133.7,3.0,22.2,0.1397984886649874,-0.1730000000000018,223.6
41,41,41,41,2006-06-01,183.507,2.78453963938148,0.0,0.0,8.1,122.8,6.682,0.964253917136075,1270.2,4.6,9.8,179.6,151.7,2.7,25.2,0.1403118040089087,-0.6479999999999961,224.4
42,42,42,42,2006-07-01,183.066,2.78453963938148,0.0,0.0,8.0,122.5,6.7625,0.964253917136075,1276.66,4.7,9.9,163.6,138.7,2.1,22.9,0.1399755501222493,-0.4410000000000025,225.2
43,43,43,43,2006-08-01,182.593,2.78453963938148,0.0,0.0,7.7,123.6,6.523999999999999,0.964253917136075,1303.82,4.7,9.866666666666667,170.4,142.4,2.8,25.2,0.1478873239436619,-0.4730000000000132,226.2
44,44,44,44,2006-09-01,182.798,2.78453963938148,0.0,0.0,4.0,127.7,6.4025,0.964253917136075,1335.85,4.5,9.833333333333334,180.9,152.6,2.9,25.4,0.1404090657822001,0.2050000000000125,227.1
45,45,45,45,2006-10-01,183.197,2.78453963938148,0.0,0.0,2.8,122.0,6.3575,0.964253917136075,1377.94,4.4,9.8,172.5,142.4,3.5,26.5,0.1536231884057971,0.3990000000000009,228.0
46,46,46,46,2006-11-01,183.608,2.78453963938148,0.0,0.0,3.9,117.2,6.24,0.964253917136075,1400.63,4.5,9.9,158.9,131.4,4.9,22.6,0.1422278162366268,0.4110000000000013,228.9
47,47,47,47,2006-12-01,184.138,2.78453963938148,0.0,0.0,5.0,119.8,6.135,0.964253917136075,1418.3,4.4,10.0,181.1,146.7,4.8,29.5,0.1628934290447266,0.5300000000000011,230.0
48,48,48,48,2007-01-01,184.516,2.00385829825838,0.0,0.0,4.137,119.7,6.2175,0.951055242772428,1438.24,4.6,10.1,127.3,103.9,2.2,21.1,0.1657501963864886,0.3779999999999859,230.806
49,49,49,49,2007-02-01,184.598,2.00385829825838,0.0,0.0,4.826,121.0,6.285,0.951055242772428,1406.82,4.5,9.9,112.5,90.5,2.6,19.4,0.1724444444444444,0.082000000000022,231.739
50,50,50,50,2007-03-01,184.15,2.00385829825838,0.0,0.0,5.588,121.1,6.156000000000001,0.951055242772428,1420.86,4.4,9.7,122.8,100.2,2.8,19.8,0.1612377850162866,-0.4480000000000075,232.495
51,51,51,51,2007-04-01,183.01,2.00385829825838,0.0,0.0,5.204,121.3,6.18,0.951055242772428,1482.37,4.5,9.5,118.9,98.1,3.1,17.8,0.1497056349873843,-1.1400000000000148,232.98
52,52,52,52,2007-05-01,181.6,2.00385829825838,0.0,0.0,5.455,124.6,6.2620000000000005,0.951055242772428,1530.62,4.4,9.6,129.5,107.5,3.8,18.2,0.1405405405405405,-1.4099999999999966,233.549
53,53,53,53,2007-06-01,180.253,2.00385829825838,0.0,0.0,5.434,125.2,6.657500000000001,0.951055242772428,1503.35,4.6,9.7,131.2,107.5,2.9,20.7,0.1577743902439024,-1.3470000000000084,234.071
54,54,54,54,2007-07-01,179.11,2.00385829825838,0.0,0.0,4.703,125.1,6.695,0.951055242772428,1455.27,4.7,9.8,129.0,101.2,2.7,25.1,0.1945736434108527,-1.1429999999999725,234.732
55,55,55,55,2007-08-01,178.116,2.00385829825838,0.0,0.0,3.867,123.5,6.572,0.951055242772428,1473.99,4.6,9.733333333333334,136.9,107.9,2.5,26.5,0.193571950328707,-0.9939999999999998,235.311
56,56,56,56,2007-09-01,177.55700000000002,2.00385829825838,0.0,0.0,5.747,122.9,6.3825,0.951055242772428,1526.75,4.7,9.666666666666666,123.2,99.8,2.6,20.7,0.1680194805194805,-0.5589999999999975,236.058
57,57,57,57,2007-10-01,176.623,2.00385829825838,0.0,0.0,7.29,122.0,6.375,0.951055242772428,1549.38,4.7,9.6,126.0,103.4,2.4,20.3,0.1611111111111111,-0.934000000000026,237.135
58,58,58,58,2007-11-01,175.146,2.00385829825838,0.0,0.0,8.834,120.2,6.208,0.951055242772428,1481.14,4.7,9.766666666666666,118.7,98.9,2.3,17.5,0.14743049705139,-1.477000000000004,238.169
59,59,59,59,2007-12-01,174.34099999999998,2.00385829825838,0.0,0.0,8.345,122.1,6.095,0.951055242772428,1468.36,5.0,9.933333333333334,126.8,99.4,1.5,25.8,0.2034700315457413,-0.8050000000000068,239.102
60,60,60,60,2008-01-01,173.13099999999997,0.113587248258867,0.0,0.0,8.737,120.4,5.758,0.945865287282592,1378.55,5.0,10.1,93.5,69.0,3.1,21.4,0.2288770053475935,-1.210000000000008,239.85
61,61,61,61,2008-02-01,171.53900000000002,0.113587248258867,0.0,0.0,8.461,120.5,5.9175,0.945865287282592,1330.63,4.9,10.066666666666666,87.0,63.2,2.1,21.7,0.2494252873563218,-1.591999999999956,240.325
62,62,62,62,2008-03-01,170.05200000000002,0.113587248258867,0.0,0.0,8.16,119.6,5.97,0.945865287282592,1322.7,5.1,10.033333333333331,89.8,69.0,1.0,19.8,0.2204899777282851,-1.4869999999999948,240.874
63,63,63,63,2008-04-01,168.33700000000002,0.113587248258867,0.0,0.0,8.038,119.0,5.9175,0.945865287282592,1385.59,5.0,10.0,79.6,62.0,2.5,15.0,0.1884422110552764,-1.7150000000000034,241.474
64,64,64,64,2008-05-01,166.658,0.113587248258867,0.0,0.0,8.453,119.5,6.036,0.945865287282592,1400.38,5.4,9.966666666666669,96.5,73.6,1.5,21.4,0.221761658031088,-1.6790000000000305,241.803
65,65,65,65,2008-06-01,165.016,0.113587248258867,0.0,0.0,10.229,123.5,6.32,0.945865287282592,1280.0,5.6,9.933333333333334,99.7,73.6,1.9,24.2,0.2427281845536609,-1.641999999999996,242.64
66,66,66,66,2008-07-01,163.564,0.113587248258867,0.0,0.0,11.413,123.9,6.425999999999999,0.945865287282592,1267.38,5.8,9.9,91.5,69.2,2.0,20.3,0.2218579234972677,-1.4519999999999982,243.367
67,67,67,67,2008-08-01,161.986,0.113587248258867,0.0,0.0,11.023,122.6,6.4775,0.945865287282592,1282.83,6.1,9.966666666666669,94.5,62.3,1.9,30.2,0.3195767195767195,-1.578000000000003,244.181
68,68,68,68,2008-09-01,160.30700000000002,0.113587248258867,0.0,0.0,10.33,122.6,6.0375,0.945865287282592,1166.36,6.1,10.033333333333331,104.2,75.3,3.0,25.9,0.2485604606525911,-1.6789999999999736,244.926
69,69,69,69,2008-10-01,158.326,0.113587248258867,0.0,0.0,7.805,120.9,6.2,0.945865287282592,968.75,6.5,10.1,94.1,68.5,1.1,24.5,0.2603613177470776,-1.981000000000023,245.855
70,70,70,70,2008-11-01,156.141,0.113587248258867,0.0,0.0,2.319,120.6,6.0875,0.945865287282592,896.24,6.8,10.1,91.5,66.8,1.6,23.1,0.2524590163934426,-2.1850000000000023,246.681
71,71,71,71,2008-12-01,153.618,0.113587248258867,0.0,0.0,-0.047,119.1,5.286,0.945865287282592,903.25,7.3,10.1,97.8,66.3,2.0,29.5,0.3016359918200409,-2.522999999999996,247.278
72,72,72,72,2009-01-01,151.506,-2.57650023426996,0.0,0.0,-0.241,122.0,5.047499999999999,0.876651298802912,825.88,7.8,10.1,54.7,39.0,0.5,15.1,0.2760511882998172,-2.1119999999999948,247.974
73,73,73,73,2009-02-01,150.014,-2.57650023426996,0.0,0.0,0.018,120.9,5.13,0.876651298802912,735.09,8.3,10.266666666666666,56.5,36.4,0.9,19.1,0.3380530973451328,-1.4919999999999902,248.305
74,74,74,74,2009-03-01,148.659,-2.57650023426996,0.0,0.0,-0.953,122.0,5.0025,0.876651298802912,797.87,8.7,10.433333333333334,62.1,41.3,1.1,19.7,0.3172302737520128,-1.3550000000000182,248.639
75,75,75,75,2009-04-01,147.947,-2.57650023426996,0.0,0.0,-1.233,122.0,4.8100000000000005,0.876651298802912,872.81,9.0,10.6,65.5,41.3,1.2,23.0,0.3511450381679389,-0.7119999999999891,248.899
76,76,76,76,2009-05-01,147.69299999999998,-2.57650023426996,0.0,0.0,-2.186,120.8,4.8575,0.876651298802912,919.14,9.4,10.766666666666666,68.1,41.1,0.9,26.1,0.3832599118942731,-0.2540000000000191,249.069
77,77,77,77,2009-06-01,148.088,-2.57650023426996,0.0,0.0,-2.673,123.0,5.42,0.876651298802912,919.32,9.5,10.933333333333334,70.3,44.4,1.0,24.9,0.3541963015647226,0.3950000000000102,249.092
78,78,78,78,2009-07-01,148.408,-2.57650023426996,0.0,0.0,-4.29,121.9,5.222,0.876651298802912,987.48,9.5,11.1,66.4,41.1,1.2,24.2,0.3644578313253012,0.3199999999999932,248.994
79,79,79,79,2009-08-01,148.27700000000002,-2.57650023426996,0.0,0.0,-3.245,122.6,5.1925,0.876651298802912,1020.62,9.6,10.966666666666669,73.9,44.5,1.7,27.8,0.3761840324763193,-0.1309999999999718,249.029
80,80,80,80,2009-09-01,148.024,-2.57650023426996,0.0,0.0,-3.016,121.5,5.0575,0.876651298802912,1057.08,9.8,10.833333333333332,64.4,43.9,1.5,19.1,0.296583850931677,-0.2530000000000143,248.965
81,81,81,81,2009-10-01,147.85,-2.57650023426996,0.0,0.0,-0.486,118.2,4.952,0.876651298802912,1036.19,10.0,10.7,67.4,49.0,1.3,17.1,0.2537091988130563,-0.1740000000000066,248.888
82,82,82,82,2009-11-01,148.136,-2.57650023426996,0.0,0.0,4.081,114.9,4.875,0.876651298802912,1095.63,9.9,10.666666666666666,72.6,50.1,1.3,21.2,0.2920110192837465,0.2860000000000013,248.886
83,83,83,83,2009-12-01,147.93,-2.57650023426996,0.0,0.0,5.949,119.5,4.93,0.876651298802912,1115.1,9.9,10.633333333333333,72.4,48.0,2.0,22.5,0.3107734806629834,-0.2059999999999888,248.999
84,84,84,84,2010-01-01,147.39600000000002,2.6951925838264,0.0,0.0,5.555,119.7,5.03,0.829616674709795,1073.87,9.8,10.6,46.3,30.0,1.3,15.1,0.326133909287257,-0.5339999999999918,249.144
85,85,85,85,2010-02-01,145.631,2.6951925838264,0.0,0.0,4.576,119.6,4.99,0.829616674709795,1104.49,9.8,10.6,45.4,30.7,0.6,14.1,0.3105726872246696,-1.7650000000000148,249.017
86,86,86,86,2010-03-01,145.858,2.6951925838264,0.0,0.0,4.858,120.3,4.9675,0.829616674709795,1169.43,9.9,10.6,48.6,37.6,0.6,10.4,0.2139917695473251,0.2270000000000038,249.089
87,87,87,87,2010-04-01,146.401,2.6951925838264,0.0,0.0,4.694,126.2,5.098000000000001,0.829616674709795,1186.69,9.9,10.6,57.7,42.9,0.9,13.9,0.2409012131715771,0.5430000000000064,249.012
88,88,88,88,2010-05-01,146.392,2.6951925838264,0.0,0.0,4.268,125.6,4.8875,0.829616674709795,1089.41,9.6,10.5,58.7,43.0,0.5,15.2,0.2589437819420783,-0.0090000000000145,248.925
89,89,89,89,2010-06-01,145.719,2.6951925838264,0.0,0.0,2.409,120.0,4.7375,0.829616674709795,1030.71,9.4,10.4,77.7,60.1,0.7,16.9,0.2175032175032174,-0.6730000000000018,248.999
90,90,90,90,2010-07-01,144.987,2.6951925838264,0.0,0.0,2.879,122.0,4.564,0.829616674709795,1101.6,9.4,10.3,48.2,39.2,0.7,8.3,0.1721991701244813,-0.7319999999999993,249.126
91,91,91,91,2010-08-01,143.912,2.6951925838264,0.0,0.0,2.478,121.3,4.4275,0.829616674709795,1049.33,9.5,10.0,54.6,41.4,0.6,12.6,0.2307692307692307,-1.0749999999999886,249.024
92,92,92,92,2010-09-01,143.015,2.6951925838264,0.0,0.0,2.414,121.4,4.346,0.829616674709795,1141.2,9.5,9.7,56.7,43.9,1.0,11.8,0.2081128747795414,-0.8970000000000198,249.368
93,93,93,93,2010-10-01,142.526,2.6951925838264,0.0,0.0,2.526,120.4,4.225,0.829616674709795,1183.26,9.4,9.4,54.8,44.7,0.6,9.5,0.1733576642335766,-0.4889999999999759,249.618
94,94,94,94,2010-11-01,142.167,2.6951925838264,0.0,0.0,2.356,120.2,4.3,0.829616674709795,1180.55,9.8,9.5,48.3,38.7,0.4,9.2,0.1904761904761904,-0.3590000000000088,250.317
95,95,95,95,2010-12-01,142.054,2.6951925838264,0.0,0.0,3.125,121.6,4.714,0.829616674709795,1257.64,9.3,9.6,54.7,44.0,1.0,9.6,0.1755027422303473,-0.1129999999999995,250.986
