,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,DATE,house_price,gdp_growth,house_inventory,Diff_house_inventory,inflation,material_cost,mortgage_rate,population_growth,shares,Unemployment,vacancy_rate,Total,1 unit,2 to 4,5 units,5 ratio,house_price_diff,rent_price
221,221,221,221,2021-06-01,258.246,5.8002061284573,492425.0,44763.0,13.66,251.7,2.975,0.157342694282194,4297.5,5.9,5.933333333333334,115.9,80.9,0.7,34.4,0.2968075927523727,4.82699999999997,347.833
222,222,222,222,2021-07-01,262.616,5.8002061284573,546686.0,54261.0,13.586,229.959,2.868,0.157342694282194,4395.26,5.4,5.8,121.4,78.5,1.3,41.5,0.3418451400329489,4.3700000000000045,348.469
223,223,223,223,2021-08-01,266.582,5.8002061284573,574638.0,27952.0,13.423,212.302,2.8425,0.157342694282194,4522.68,5.1,5.733333333333333,117.6,83.0,0.6,34.0,0.2891156462585034,3.966000000000008,349.71
224,224,224,224,2021-09-01,270.166,5.8002061284573,578070.0,3432.0,13.936,204.828,2.9,0.157342694282194,4307.54,4.7,5.666666666666666,103.0,79.0,0.6,23.4,0.2271844660194174,3.584000000000003,351.255
225,225,225,225,2021-10-01,273.546,5.8002061284573,565707.0,-12363.0,16.185,204.302,3.0675,0.157342694282194,4605.38,4.5,5.6,110.8,83.0,1.2,26.6,0.240072202166065,3.3799999999999955,352.892
226,226,226,226,2021-11-01,277.262,5.8002061284573,512241.0,-53466.0,17.904,196.066,3.0675,0.157342694282194,4567.0,4.1,5.666666666666666,111.7,78.2,0.7,32.8,0.2936436884512086,3.716000000000008,354.526
227,227,227,227,2021-12-01,281.486,5.8002061284573,445303.0,-66938.0,18.803,199.89,3.098,0.157342694282194,4766.18,3.9,5.733333333333333,127.3,99.2,0.5,27.6,0.2168106834249804,4.2239999999999895,355.931
228,228,228,228,2022-01-01,286.172,1.93549589483209,376970.0,-68333.0,19.872,217.684,3.4450000000000003,0.367472693654024,4515.55,4.0,5.8,87.1,65.6,0.9,20.6,0.2365097588978186,4.686000000000036,357.737
229,229,229,229,2022-02-01,291.242,1.93549589483209,346511.0,-30459.0,20.952,235.392,3.7625,0.367472693654024,4373.94,3.8,5.733333333333333,98.6,78.6,0.5,19.5,0.1977687626774848,5.069999999999993,359.627
230,230,230,230,2022-03-01,296.512,1.93549589483209,354016.0,7505.0,22.643,259.213,4.172,0.367472693654024,4530.41,3.6,5.666666666666666,112.7,87.9,0.9,23.9,0.2120674356699201,5.269999999999982,361.083
231,231,231,231,2022-04-01,300.584,1.93549589483209,379978.0,25962.0,22.012,255.198,4.9825,0.367472693654024,4131.93,3.7,5.6,107.4,81.2,1.2,25.0,0.2327746741154562,4.072000000000003,362.951
232,232,232,232,2022-05-01,303.704,1.93549589483209,479462.0,99484.0,22.907,246.398,5.23,0.367472693654024,4132.15,3.6,5.733333333333333,120.9,87.1,0.5,33.3,0.2754342431761786,3.1200000000000045,365.116
233,233,233,233,2022-06-01,304.468,1.93549589483209,573650.0,94188.0,24.332,232.225,5.522,0.367472693654024,3785.38,3.6,5.866666666666666,122.4,87.5,0.6,34.3,0.2802287581699346,0.76400000000001,367.927
234,234,234,234,2022-07-01,303.505,1.93549589483209,691652.0,118002.0,22.983,223.55,5.4125,0.367472693654024,4130.29,3.5,6.0,123.5,82.9,0.5,40.2,0.3255060728744939,-0.9630000000000224,370.448
235,235,235,235,2022-08-01,301.029,1.93549589483209,726779.0,35127.0,22.42,212.657,5.2225,0.367472693654024,3955.0,3.6,5.933333333333334,122.2,90.0,0.7,31.6,0.2585924713584288,-2.475999999999999,373.283
236,236,236,236,2022-09-01,299.006,1.93549589483209,731496.0,4717.0,22.454,206.378,6.112,0.367472693654024,3585.62,3.5,5.866666666666666,120.4,88.5,0.2,31.8,0.2641196013289036,-2.023000000000025,376.569
237,237,237,237,2022-10-01,298.612,1.93549589483209,752741.0,21245.0,21.429,209.471,6.9,0.367472693654024,3871.98,3.6,5.8,118.1,84.7,1.5,31.9,0.2701100762066046,-0.3939999999999486,379.436
238,238,238,238,2022-11-01,298.332,1.93549589483209,750200.0,-2541.0,19.849,210.49,6.805,0.367472693654024,4080.11,3.6,6.0,125.1,91.3,0.7,33.1,0.2645883293365308,-0.2800000000000295,382.562
239,239,239,239,2022-12-01,297.628,1.93549589483209,680925.0,-69275.0,18.004,200.109,6.364,0.367472693654024,3839.5,3.5,6.2,132.0,96.8,1.3,33.9,0.2568181818181818,-0.7040000000000077,385.649
240,240,240,240,2023-01-01,297.43,2.54270029878489,616865.0,-64060.0,17.966,202.84,6.2725,0.491924871690548,4076.6,3.4,6.4,94.8,71.0,0.6,23.2,0.2447257383966244,-0.197999999999979,388.372
241,241,241,241,2023-02-01,297.73900000000003,2.54270029878489,579264.0,-37601.0,16.974,211.059,6.2575,0.491924871690548,3970.15,3.6,6.366666666666667,111.7,76.9,0.4,34.4,0.3079677708146822,0.3090000000000259,391.141
242,242,242,242,2023-03-01,298.796,2.54270029878489,562444.0,-16820.0,14.191,210.11,6.544,0.491924871690548,4109.31,3.5,6.333333333333333,126.4,87.2,1.0,38.2,0.3022151898734177,1.0569999999999595,392.91
243,243,243,243,2023-04-01,300.262,2.54270029878489,562966.0,522.0,14.268,210.049,6.342499999999999,0.491924871690548,4169.48,3.4,6.3,111.3,77.4,1.3,32.6,0.2929020664869721,1.4660000000000082,394.898
244,244,244,244,2023-05-01,302.48900000000003,2.54270029878489,582441.0,19475.0,12.006,207.698,6.425,0.491924871690548,4179.83,3.7,6.4,129.6,84.4,1.6,43.7,0.3371913580246914,2.2270000000000323,396.726
245,245,245,245,2023-06-01,304.343,2.54270029878489,614326.0,31885.0,9.007,208.814,6.714,0.491924871690548,4450.38,3.6,6.5,131.1,87.2,0.7,43.2,0.3295194508009154,1.853999999999985,398.593
246,246,246,246,2023-07-01,306.451,2.54270029878489,647135.0,32809.0,9.651,212.644,6.84,0.491924871690548,4588.96,3.5,6.6,115.7,83.0,0.9,31.8,0.2748487467588591,2.108000000000004,400.21
247,247,247,247,2023-08-01,308.83,2.54270029878489,669750.0,22615.0,10.978,208.731,7.072,0.491924871690548,4507.66,3.8,6.6,122.1,82.4,1.1,38.6,0.3161343161343161,2.3789999999999623,402.247
248,248,248,248,2023-09-01,310.894,2.54270029878489,702430.0,32680.0,10.947,209.372,7.2,0.491924871690548,4288.05,3.8,6.6,123.0,83.8,0.8,38.4,0.3121951219512195,2.0640000000000214,404.487
249,249,249,249,2023-10-01,312.756,2.54270029878489,738082.0,35652.0,9.668,209.476,7.62,0.491924871690548,4193.8,3.8,6.6,118.6,85.2,1.1,32.3,0.2723440134907251,1.8619999999999663,406.683
250,250,250,250,2023-11-01,313.632,2.54270029878489,755489.0,17407.0,9.376,206.088,7.442,0.491924871690548,4567.8,3.7,6.6,116.4,79.1,1.3,36.0,0.3092783505154639,0.8760000000000332,408.838
251,251,251,251,2023-12-01,314.443,2.54270029878489,714176.0,-41313.0,9.93,206.408,6.815,0.491924871690548,4769.83,3.7,6.6,151.8,104.8,0.9,46.2,0.3043478260869565,0.8109999999999786,410.606
252,252,252,252,2024-01-01,315.728,0.0,665569.0,-48607.0,9.329,205.732,6.6425,0.0,4845.65,3.7,6.6,0.0,0.0,0.0,0.0,,1.285000000000025,412.019
253,253,253,253,2024-02-01,317.257,0.0,664716.0,-853.0,9.545,213.877,6.776000000000001,0.0,5096.27,3.9,6.6,0.0,0.0,0.0,0.0,,1.5289999999999964,413.695
254,254,254,254,2024-03-01,318.217,0.0,694820.0,30104.0,10.486,215.136,6.82,0.0,5254.35,3.8,6.6,0.0,0.0,0.0,0.0,,0.9599999999999796,415.219
255,255,255,255,2024-04-01,319.048,0.0,734318.0,39498.0,10.175,218.505,6.9925,0.0,5035.69,3.9,6.6,0.0,0.0,0.0,0.0,,0.8310000000000173,416.386
