,date,value
165,2016-10-01,1.81945147474293
166,2016-11-01,1.81945147474293
167,2016-12-01,1.81945147474293
168,2017-01-01,2.45762230356996
169,2017-02-01,2.45762230356996
170,2017-03-01,2.45762230356996
171,2017-04-01,2.45762230356996
172,2017-05-01,2.45762230356996
173,2017-06-01,2.45762230356996
174,2017-07-01,2.45762230356996
175,2017-08-01,2.45762230356996
176,2017-09-01,2.45762230356996
177,2017-10-01,2.45762230356996
178,2017-11-01,2.45762230356996
179,2017-12-01,2.45762230356996
180,2018-01-01,2.96650507100425
181,2018-02-01,2.96650507100425
182,2018-03-01,2.96650507100425
183,2018-04-01,2.96650507100425
184,2018-05-01,2.96650507100425
185,2018-06-01,2.96650507100425
186,2018-07-01,2.96650507100425
187,2018-08-01,2.96650507100425
188,2018-09-01,2.96650507100425
189,2018-10-01,2.96650507100425
190,2018-11-01,2.96650507100425
191,2018-12-01,2.96650507100425
192,2019-01-01,2.46703756313913
193,2019-02-01,2.46703756313913
194,2019-03-01,2.46703756313913
195,2019-04-01,2.46703756313913
196,2019-05-01,2.46703756313913
197,2019-06-01,2.46703756313913
198,2019-07-01,2.46703756313913
199,2019-08-01,2.46703756313913
200,2019-09-01,2.46703756313913
201,2019-10-01,2.46703756313913
202,2019-11-01,2.46703756313913
203,2019-12-01,2.46703756313913
204,2020-01-01,-2.21346933290643
205,2020-02-01,-2.21346933290643
206,2020-03-01,-2.21346933290643
207,2020-04-01,-2.21346933290643
208,2020-05-01,-2.21346933290643
209,2020-06-01,-2.21346933290643
210,2020-07-01,-2.21346933290643
211,2020-08-01,-2.21346933290643
212,2020-09-01,-2.21346933290643
213,2020-10-01,-2.21346933290643
214,2020-11-01,-2.21346933290643
215,2020-12-01,-2.21346933290643
216,2021-01-01,5.8002061284573
217,2021-02-01,5.8002061284573
218,2021-03-01,5.8002061284573
219,2021-04-01,5.8002061284573
220,2021-05-01,5.8002061284573
221,2021-06-01,5.8002061284573
222,2021-07-01,5.8002061284573
223,2021-08-01,5.8002061284573
224,2021-09-01,5.8002061284573
225,2021-10-01,5.8002061284573
226,2021-11-01,5.8002061284573
227,2021-12-01,5.8002061284573
228,2022-01-01,1.93549589483209
229,2022-02-01,1.93549589483209
230,2022-03-01,1.93549589483209
231,2022-04-01,1.93549589483209
232,2022-05-01,1.93549589483209
233,2022-06-01,1.93549589483209
234,2022-07-01,1.93549589483209
235,2022-08-01,1.93549589483209
236,2022-09-01,1.93549589483209
237,2022-10-01,1.93549589483209
238,2022-11-01,1.93549589483209
239,2022-12-01,1.93549589483209
240,2023-01-01,2.54270029878489
241,2023-02-01,2.54270029878489
242,2023-03-01,2.54270029878489
243,2023-04-01,2.54270029878489
244,2023-05-01,2.54270029878489
245,2023-06-01,2.54270029878489
246,2023-07-01,2.54270029878489
247,2023-08-01,2.54270029878489
248,2023-09-01,2.54270029878489
249,2023-10-01,2.54270029878489
250,2023-11-01,2.54270029878489
251,2023-12-01,2.54270029878489
252,Unnamed: 68-01-01,
253,Unnamed: 68-02-01,
254,Unnamed: 68-03-01,
255,Unnamed: 68-04-01,
256,Unnamed: 68-05-01,
257,Unnamed: 68-06-01,
258,Unnamed: 68-07-01,
259,Unnamed: 68-08-01,
260,Unnamed: 68-09-01,
261,Unnamed: 68-10-01,
262,Unnamed: 68-11-01,
263,Unnamed: 68-12-01,
